name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Gampelen,2018-12-14T00:00:00,-1.3,-5.5,-4.3,80.33,0,,,,,23.3,12.6,67,1015.1,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T01:00:00,-1.4,-6.2,-4.2,80.8,0,,,,,32.4,15.5,64,1015.2,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T02:00:00,-1.4,-6,-4.4,79.69,0,,,,,22.7,14.7,60,1015.4,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T03:00:00,-1.5,-5.7,-4.3,80.74,0,,,,,21.5,12.5,72,1015.8,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T04:00:00,-1.7,-6.2,-4.6,80.69,0,,,,,24.1,13.7,41,1015.9,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T05:00:00,-1.7,-6.7,-4.8,79.62,0,,,,,26.4,15.8,57,1016,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T06:00:00,-1.9,-6.7,-4.7,81.25,0,,,,,26.1,14.8,75,1016.1,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T07:00:00,-2,-6.7,-5,80.21,0,,,,10.59,28.1,14.3,76,1016.6,18.9,15,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T08:00:00,-2,-7.2,-5,80,0,,,,,26.7,16.5,84,1017.2,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T09:00:00,-1.9,-6.4,-4.8,80.31,0,,,,,27,13.4,67,1018,0,,10,0,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T10:00:00,-1.8,-5.7,-4.7,80.6,0,,,,,28.1,11,79,1018.6,0,,25,0.1,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T11:00:00,-1.5,-6,-4.7,79.03,0,,,,,23.1,13.7,78,1019.3,0,,53,0.2,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T12:00:00,-1.4,-6.4,-4.6,78.83,0,,,,,23.9,16.3,92,1019.3,0,,107,0.4,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T13:00:00,-1.1,-5.4,-4.3,78.78,0,,,,,28.7,13.4,100,1019,18.9,1,183,0.7,2,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T14:00:00,-0.8,-4.8,-4.2,77.89,0,,,,,21.9,12,44,1018.8,0,,151,0.5,2,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T15:00:00,-1.2,-5.1,-4.5,78.4,0,,,,,21.6,11.7,86,1019.2,0,,92,0.3,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T16:00:00,-1.1,-5.1,-4.2,79.77,0,,,,,22.8,11.6,63,1019.9,0,,30,0.1,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T17:00:00,-1.3,-4.7,-4.1,81.17,0,,,,,19.8,9.7,63,1020.6,0,,9,0,0,,Clear,clear-night,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T18:00:00,-1.4,-5.7,-4,82.2,0,,,,,22.2,13,43,1021.8,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T19:00:00,-1.4,-5.1,-4.5,79.24,0,,,,,22.9,10.7,64,1022.3,18.9,4,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T20:00:00,-1.6,-5.1,-4.6,79.57,0,,,,,17.1,9.8,46,1022.7,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2018-12-14T21:00:00,-1.6,-5.3,-4.5,80.46,0,,,,,15.7,10.6,41,1023.1,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
