name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Gampelen,2017-06-29T00:00:00,15,15,11.9,82,0,,,,,28.3,12.9,245,1000.8,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T01:00:00,14.6,14.6,11.8,83.14,0,,,,,31.8,17.9,242,1001,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T02:00:00,14.4,14.4,11.8,84.34,0.01,,,,,33,15.4,242,1001.1,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T03:00:00,14.1,14.1,11.5,84.33,0,,,,,31.2,17.3,239,1001.2,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T04:00:00,13.6,13.6,11,84.27,0,,,,,29.4,14.8,242,1001.1,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T05:00:00,13.3,13.3,10.6,83.63,0,,,,,35.1,13.4,244,1001.2,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T06:00:00,13.1,13.1,10.8,85.71,0,,,,,22.6,9,252,1001.4,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T07:00:00,13.7,13.7,10.3,79.75,0,,,,,21.2,10.4,237,1001.2,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T08:00:00,14.8,14.8,10.4,75.17,0,,,,,35.6,14.1,236,1001.3,11.3,20,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T09:00:00,15.9,15.9,10.1,68.49,0,,,,,35.4,20,229,1000.8,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T10:00:00,16.4,16.4,9.9,65.32,0.02,,,,,43.5,23.7,230,1001,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T11:00:00,15.7,15.7,10,68.65,0.01,,,,,55.2,27.1,231,1001.7,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T12:00:00,15.4,15.4,10.5,72.64,0.01,,,,,57.4,29.9,230,1001.9,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T13:00:00,15.3,15.3,12,80.87,0.09,,,,,54.8,26.5,237,1002.5,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T14:00:00,13.6,13.6,11.3,85.77,0.81,,,,,60.7,26.7,234,1003.9,18.9,5,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T15:00:00,14,14,11.1,82.91,0.04,,,,,48.7,28.7,227,1004.4,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T16:00:00,14.7,14.7,11.8,82.53,0.06,,,,,46.9,26,233,1004.5,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T17:00:00,15.7,15.7,11.4,75.76,0,,,,,50.6,22.4,228,1004.1,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T18:00:00,15.5,15.5,10.7,72.84,0,,,,,47,20.8,243,1004.3,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T19:00:00,12.7,12.7,8.7,76.83,0.45,,,,,48,22.1,237,1006.3,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T20:00:00,11.9,11.9,9.5,85.58,0.46,,,,,51.9,8.8,252,1006.7,18.9,1,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T21:00:00,12.2,12.2,9.9,86.04,0,,,,,29.9,14.6,249,1007.1,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T22:00:00,11.9,11.9,9.4,84.42,0,,,,,28.6,14.5,240,1007.7,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-29T23:00:00,12.2,12.2,9.2,81.58,0,,,,,31.9,10.1,256,1008.5,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T00:00:00,12.2,12.2,9.7,84.71,0.07,,,,,32.9,14.8,238,1009,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T01:00:00,11.9,11.9,9.5,85.5,0.28,,,,,30.5,15.8,237,1009.2,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T02:00:00,11.1,11.1,9.9,92.16,1.11,,,,,33.5,8.1,260,1009.4,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T03:00:00,11,11,9.6,91.14,0.01,,,,,22.4,10.5,255,1009.3,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T04:00:00,11.5,11.5,9.8,89.12,0,,,,,21.7,11.7,246,1009.1,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T05:00:00,11.3,11.3,9.6,89.38,0,,,,,23.7,9.3,260,1009.2,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T06:00:00,10.5,10.5,9,90.09,0,,,,,18.8,8.8,277,1009.3,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T07:00:00,,,,,,,,,,,,,,,,,,,,,,
Gampelen,2017-06-30T08:00:00,12.8,12.8,8.5,75.09,0,,,,,28.2,14.8,235,1009,0,70,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T09:00:00,13.8,13.8,9.1,73.01,0,,,,,,16.4,225,1009.2,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T10:00:00,14.6,14.6,8.8,67.98,0,,,,,36.3,19.2,227,1009.2,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T11:00:00,16.3,16.3,7.3,55.24,0,,,,,,28.2,233,1008.8,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T12:00:00,,,,,,,,,,,,,,,,,,,,,,
Gampelen,2017-06-30T13:00:00,18.1,18.1,6.9,47.84,0,,,,,51.7,29.6,224,1008.2,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T14:00:00,19.2,19.2,6.5,43.6,0,,,,,65.2,27.4,227,1007.3,1.9,70,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T15:00:00,19.8,19.8,6,40.57,0,,,,,53.3,30.7,232,1006.9,0,,,,,,Clear,wind,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T16:00:00,19.5,19.5,6.4,42.45,0.01,,,,,60.7,29.6,233,1006.9,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T17:00:00,18.7,18.7,6,43.27,0,,,,,62.6,26.4,238,1006.9,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T18:00:00,17.6,17.6,6.7,48.88,0,,,,,57.4,26.6,231,1007.4,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T19:00:00,17,17,7.2,52.44,0,,,,,46.6,21.5,257,1008,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T20:00:00,16.2,16.2,8,58.34,0,,,,,62.8,23.9,225,1008.9,7.6,70,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T21:00:00,15.1,15.1,6.8,57.58,0,,,,,45.4,21.6,238,1009.6,0,,,,,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T22:00:00,14.3,14.3,8.9,70.07,0,,,,,36.9,17.6,238,1010.8,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-06-30T23:00:00,13.7,13.7,9.9,77.81,0,,,,,45.6,18.3,227,1011.7,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-07-01T00:00:00,13.4,13.4,9.7,78.19,0,,,,,35.5,17.8,243,1012.2,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-07-01T01:00:00,12.8,12.8,8.1,73.18,0.01,,,,,36.2,15.3,248,1013,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-07-01T02:00:00,12.6,12.6,7.4,70.85,0,,,,,45.6,18.6,238,1013.3,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-07-01T03:00:00,12.1,12.1,9,81.65,0.02,,,,,35.5,18.4,243,1014,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-07-01T04:00:00,11.9,11.9,8.6,80.07,0.01,,,,,31.3,18.1,243,1014.1,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2017-07-01T05:00:00,11.7,11.7,8.8,82.31,0,,,,,35.6,11.9,244,1014.1,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
