name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Gampelen,2021-10-31T00:00:00,8.7,7.7,8.5,98.21,0.1,,,,,14.8,7.3,343,1014.2,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T01:00:00,8.9,8.9,8.5,97.4,0.01,,,,,13.6,4.8,283,1014.3,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T02:00:00,9,8.4,8.8,98.47,0.6,,,,,20.2,6,360,1014.4,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T02:00:00,9.2,8.3,9.1,98.75,0.23,,,,,13.8,7.2,20,1014.7,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T03:00:00,9.1,9.1,8.9,99.2,0.01,,,,,14.3,3.9,323,1014.4,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T04:00:00,8.7,8,8.5,98.51,0.01,,,,,14.6,6,240,1013.8,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T05:00:00,8.6,8.6,8.2,97.5,0,,,,,11.4,3.7,320,1012.9,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T06:00:00,7.7,7.7,7.4,97.68,0,,,,,10,3.3,342,1012.5,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T07:00:00,8.1,8.1,7.4,94.97,0.01,,,,,14.8,4.6,193,1012.4,7.6,70,5,0,0,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999,E5506"
Gampelen,2021-10-31T08:00:00,8.1,7.6,7.3,95.12,0,,,,,10.1,5.1,333,1012.4,0,,30,0.1,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T09:00:00,8.7,8.7,7.6,92.72,0,,,,,11.7,4.7,308,1012.3,0,,220,0.8,2,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T10:00:00,9.7,9.7,8.1,89.91,0,,,,,11.7,4.3,68,1011.5,0,,396,1.4,4,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T11:00:00,10.3,10.3,8.6,89.52,0,,,,,12.1,4.9,231,1010.6,0,,455,1.6,5,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T12:00:00,11.5,11.5,9.5,87.5,0,,,,,14.1,6.5,225,1009.2,0,,536,1.9,5,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T13:00:00,12.3,12.3,10,85.76,0,,,,,14.4,5.6,215,1008.2,7.6,70,418,1.5,4,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T14:00:00,12.9,12.9,9.9,82.05,0,,,,,17.4,7.1,220,1007.8,0,,336,1.2,3,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T15:00:00,13.6,13.6,9.4,76.01,0,,,,,17.9,6.8,234,1007.3,0,,58,0.2,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T16:00:00,13.6,13.6,9.5,76.09,0,,,,,19.1,5.9,200,1006.9,0,,33,0.1,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T17:00:00,12.3,12.3,11,91.67,0,,,,,18.8,7.8,260,1007,0,,9,0,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T18:00:00,10.7,10.7,9.5,91.96,0,,,,,18.9,7.5,242,1007.3,0,,5,0,0,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,E5976,06636099999"
Gampelen,2021-10-31T19:00:00,9.5,8.5,8.7,94.9,0,,,,,23.5,7.8,154,1007.9,5.7,70,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T20:00:00,9,7.6,8.4,96.08,0,,,,,20.7,9.2,202,1007.8,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T21:00:00,9.6,7.9,8.8,94.62,0,,,,,21.9,11.3,147,1007.2,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T22:00:00,9.7,8.4,8.6,92.87,0,,,,,23.6,8.8,240,1007,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-10-31T23:00:00,9.3,8.3,8.2,93.13,0,,,,,15.2,7.5,238,1006.7,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T00:00:00,9.5,8.8,8.2,91.66,0,,,,,18,6.4,226,1006.4,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T01:00:00,9.3,8.5,8.7,95.57,0.04,,,,,23.8,7.1,10,1006.3,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T02:00:00,10.1,10.1,9.8,98.03,2.51,,,,,21.2,10.1,358,1006,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T03:00:00,9.7,8.5,8.9,94.51,3.22,,,,,18.7,8.8,231,1005.8,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T04:00:00,9.8,8.5,9.1,95.42,2.23,,,,,24.2,9.4,220,1005.5,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T05:00:00,9.3,8,8.9,97.24,2.25,,,,,21.5,8.9,221,1006,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T06:00:00,9.2,7.7,7.3,87.99,2.83,,,,,27.9,10.1,43,1006.6,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T07:00:00,8.1,5.7,7.4,95.52,2.16,,,,,30.6,13.9,186,1007.6,18.9,1,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T08:00:00,7.5,5.3,6.3,92,2.63,,,,,38.1,12.3,245,1008.7,0,,11,0,0,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T09:00:00,7.4,6.6,7,97,0.92,,,,,19,5.8,296,1008.9,0,,44,0.2,0,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T10:00:00,7.7,7.7,7.2,96.81,0.07,,,,,38.1,4.4,268,1008.7,0,,39,0.1,0,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T11:00:00,8.1,7.5,7.6,97.06,0,,,,,11.8,5.4,230,1008.4,0,,77,0.3,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T12:00:00,8.6,8.6,8.1,96.71,0,,,,,12.6,4.7,209,1007.9,0,,62,0.2,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T13:00:00,9.1,7.3,8.4,95.51,0,,,,,38.2,11.6,232,1007,18.9,15,137,0.5,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T14:00:00,9.6,8,8.7,94.13,0,,,,,26.1,11.3,231,1006.2,0,,239,0.9,2,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T15:00:00,9.9,8.3,7.9,87.73,0,,,,,23.3,11.2,234,1005.6,0,,125,0.5,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T16:00:00,9.9,8.8,8.2,89.19,0,,,,,26.9,8.5,231,1005.4,0,,69,0.2,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T17:00:00,9.3,7.4,7.3,87.62,0,,,,,24,12.4,240,1005.5,0,,9,0,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T18:00:00,8.3,7.2,5.9,85.06,0,,,,,17.2,7,260,1006.2,0,,9,0,0,,Clear,clear-night,"06606099999,06605099999,06608099999,D0499,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T19:00:00,6.9,5.9,5,87.81,0.01,,,,,27.1,6.1,198,1006.9,17,15,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T20:00:00,7,6,5.8,92.57,0,,,,,12.7,6,240,1007,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T21:00:00,6.7,5.7,5.6,92.77,0,,,,,13.8,5.9,232,1007.3,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T22:00:00,6.2,5.4,4.9,91.64,0,,,,,14.7,5.2,255,1007.1,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-01T23:00:00,6.6,5.5,5.9,95.43,0.34,,,,,14.9,6,305,1006.8,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T00:00:00,6.6,5.4,6.2,97.36,0.21,,,,,14.9,6.6,256,1006.4,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T01:00:00,5.9,3.8,5.3,96.41,0.01,,,,,19,9.7,245,1006.1,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T02:00:00,6.4,4.4,5.1,91.69,0.01,,,,,23.2,9.8,237,1005.8,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T03:00:00,5.5,4.4,4.7,94.84,0.12,,,,,20.4,5.6,358,1005.5,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T04:00:00,5.3,4.1,4.7,95.71,0,,,,,23.7,6,215,1005.1,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T05:00:00,5.7,4.7,5,95.64,0.14,,,,,10.6,5.5,248,1004.7,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T06:00:00,5.9,3.9,5.5,97.1,0.82,,,,,18.1,9.4,172,1004.8,0,,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T07:00:00,6.4,3.3,6,96.95,0.5,,,,,37.8,16.9,221,1004.6,18.9,1,,,,,Rain,rain,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T08:00:00,6.2,2.6,5.7,96.74,0.39,,,,,47.6,19.7,241,1005.4,0,,19,0.1,0,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T09:00:00,6.5,3.3,5,90.26,0.03,,,,,37.7,16.9,246,1005.8,0,,230,0.8,2,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T10:00:00,7,3.8,5.6,90.73,0.11,,,,,50.4,18.5,242,1005.9,0,,160,0.6,2,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T11:00:00,7.4,4.3,5.1,85.68,0.03,,,,,40.8,17.5,242,1005.9,0,,174,0.6,2,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T12:00:00,7.8,4.4,4.5,79.7,0.04,,,,,45.1,22,239,1005.6,0,,100,0.4,1,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T13:00:00,7.9,4.4,4.5,79.24,0.01,,,,,51.7,22.9,225,1005.7,0,,476,1.7,5,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T14:00:00,8.9,5.6,4.5,73.82,0,,,,,46,23.5,234,1005.3,0,,413,1.5,4,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T15:00:00,8.5,5.1,3.3,69.76,0,,,,,43.5,23.8,227,1005.2,0,,114,0.4,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T16:00:00,8.8,5.8,2,62.5,0,,,,,46,20.4,241,1004.9,0,,21,0.1,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T17:00:00,8.1,5,2.3,66.63,0,,,,,39.6,19.8,236,1004.7,0,,7,0,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2021-11-02T18:00:00,7.4,4.7,2.3,70.41,0,,,,,29.8,15,253,1004.8,0,,7,0,0,,Clear,clear-night,"06606099999,E1870,06605099999,06608099999,06604099999,06612099999,06636099999"
