name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Gampelen,2014-03-28T00:00:00,3.3,3.3,0.2,80.41,0,0,,,,10.9,4.1,124,1012.7,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2014-03-28T01:00:00,2.7,2.7,-0.1,81.38,0,0,,,,20.7,2.4,75,1013.3,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2014-03-28T02:00:00,2.8,2.8,-0.3,80.35,0,0,,,,8.5,3.5,21,1013.9,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2014-03-28T03:00:00,1.6,1.6,-0.6,85.6,0,0,,,,6.4,3.6,321,1014.6,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2014-03-28T04:00:00,1.5,1.5,-0.2,88.26,0,0,,,,8.5,3.6,325,1014.9,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2014-03-28T05:00:00,1.2,1.2,-0.4,88.92,0,0,,,,4.2,1.9,36,1015.4,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2014-03-28T06:00:00,0.7,0.7,-0.9,88.65,0,0,,,,7.8,3.5,17,1016.1,0,,21.9,0.1,0,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2014-03-28T07:00:00,0.7,0.7,-0.5,91.63,0,0,,,3,9,1.9,116,1016.7,5.7,60,169.4,0.6,2,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2014-03-28T08:00:00,2.8,2.8,1.3,89.8,0,0,,,,5,2.1,113,1016.7,0,,354,1.3,4,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2014-03-28T09:00:00,5.2,4.3,1.9,79.29,0,0,,,,8.5,5,56,1016.5,0,,522.8,1.9,5,,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
