name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Gampelen,2012-06-10T00:00:00,13.7,13.7,7.2,64.93,0,0,,,,26.4,3.4,97,1014.9,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T01:00:00,12.8,12.8,8.2,73.34,0,0,,,,8.5,3.3,186,1015.3,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T02:00:00,12.8,12.8,8,72.79,0.03,100,rain,,,47.5,4,355,1015.3,0,,0,,0,,Rain,rain,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T03:00:00,12.1,12.1,9.2,82.22,0,0,,,,7.6,2.9,145,1015.2,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T04:00:00,11.7,11.7,9.2,84.14,0,0,,,,,2.2,315,1015.4,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T05:00:00,11.2,11.2,9.1,86.78,0,0,,,,9.5,5.2,45,1015.6,0,,1.7,0,0,,Clear,clear-night,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T06:00:00,10.9,10.9,9.9,93.31,0,0,,,,,4.2,126,1015.7,0,,65.6,0.2,1,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T07:00:00,11,11,9.9,92.94,0,0,,,,5.7,2.5,1,1015.6,0,,192.2,0.7,2,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T08:00:00,11.6,11.6,10.1,90.49,1.43,100,rain,,,9.5,2.9,138,1015.2,0,,384.3,1.4,4,,Rain,rain,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T09:00:00,11.9,11.9,10.1,88.68,0,0,,,,9.5,5.3,103,1014.9,0,,518.3,1.9,5,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T10:00:00,13,13,9.8,80.99,0,0,,,,,10.3,87,1013.8,0,,650.8,2.3,7,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T11:00:00,14.6,14.6,9.9,73.29,0,0,,,,19.9,8.9,87,1013,0,,764.8,2.8,8,,Clear,clear-day,"06606099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T12:00:00,15.7,15.7,9.4,66.54,0,0,,,,17.7,10.2,80,1011.9,0,,893.8,3.2,9,,Clear,clear-day,"06606099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T13:00:00,16.7,16.7,8.7,59.12,0,0,,,,16.1,8.5,93,1011,0,,936.8,3.4,9,,Clear,clear-day,"06606099999,06604099999,06612099999,06636099999"
Gampelen,2012-06-10T14:00:00,17.4,17.4,8.8,56.98,0,0,,,,20.1,5.3,78,1010,0,,859.3,3.1,9,,Clear,clear-day,"06606099999,06604099999,06612099999,06636099999"
