name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Gampelen,2022-01-24T00:00:00,1.1,-3.1,-1.9,80.48,0,0,,0,8,25.3,15.2,78,1034.3,0,20.4,0,,0,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T01:00:00,0.8,-2.7,-2.3,79.84,0,0,,0,10.3,31.3,11.5,54,1034.3,0,20.4,,,,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T02:00:00,0.7,-2.9,-2.4,79.7,0,0,,0,10.4,19.4,11.9,83,1034.4,0,22.3,0,,0,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T03:00:00,0.5,-2.5,-2.3,81.32,0,0,,0,10.4,17.8,9.6,78,1034.3,0,21.9,0,,0,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T04:00:00,0.3,0.3,-2.7,79.9,0,0,,0,10.4,19.5,4.3,76,1034.1,0,6.5,0,,0,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T05:00:00,0,-1.9,-2.9,80.86,0,0,,0,10.4,9.3,6,358,1033.8,0,6.2,0,,0,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T06:00:00,0,-3,-3.1,79.6,0,0,,0,10.4,13.7,8.9,357,1033.8,0,20.1,0,,0,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T07:00:00,-0.1,-2,-3.6,77.51,0,0,,0,1,19.6,5.7,5,1034,0,1,,,,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T08:00:00,-0.5,-2.6,-3.5,80.26,0,0,,0,10.4,13.6,6.1,4,1034.3,0,20.1,7,0,0,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999,E5506"
Gampelen,2022-01-24T09:00:00,0.3,0.3,-3.1,77.62,0,0,,0,10.4,12.3,3.7,26,1034.7,0,22.9,33,0.1,0,10,Clear,clear-day,"06606099999,06605099999,06608099999,06604099999,06612099999,E5976,06636099999"
Gampelen,2022-01-24T10:00:00,0.3,-2.5,-2.8,79.38,0,0,,0,10.2,15,8.5,17,1035,0,24.1,39,0.1,0,10,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T11:00:00,0.8,-1.2,-2.5,78.56,0,0,,0,9.6,14.3,6.4,42,1035.4,0,24.1,65,0.2,1,10,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T12:00:00,1.3,-0.2,-2.3,77.13,0,0,,0,8.9,11.2,5.2,49,1035.1,0,24.1,95,0.3,1,10,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T13:00:00,2.1,0.1,-2.8,70.11,0,0,,0,8.2,15,7,57,1034.7,0,0,160,0.6,2,10,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T14:00:00,2.5,0.3,-3,67.41,0,0,,0,7.5,11.7,7.5,52,1034.1,0,24.1,153,0.6,2,10,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T15:00:00,2.4,0.6,-2.9,67.77,0,0,,0,7,13.6,6.6,51,1033.8,0,24.1,81,0.3,1,10,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T16:00:00,2.6,0.8,-3.1,66.3,0,0,,0,6.6,14,6.4,40,1034,0,24.1,63,0.2,1,10,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T17:00:00,2.2,0.9,-3.3,66.91,0,0,,0,6.4,11.4,5,50,1034.4,0,24.1,12,0,0,10,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T18:00:00,0.6,-2.2,-3.5,73.93,0,0,,0,6.5,14.8,8.7,354,1035,0,24.1,5,0,0,10,Clear,clear-night,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T19:00:00,0.2,-1.7,-4.3,71.72,0,0,,0,6.5,16.7,5.7,49,1035.3,0,70,,,,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T20:00:00,-0.3,-0.3,-4,76.48,0,0,,0,6.4,6.8,1.8,38,1035.7,0,24.1,0,,0,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T21:00:00,-0.6,-0.6,-4,77.54,0,0,,0,6.4,3,2.1,323,1035.9,0,24.1,0,,0,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T22:00:00,-0.7,-0.7,-4.3,76.33,0,0,,0,6.4,6.9,1.9,306,1036.3,0,24.1,0,,0,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-24T23:00:00,-0.4,-0.4,-4,76.47,0,0,,0,6.4,3.3,2.3,340,1036.4,0,24.1,0,,0,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-25T00:00:00,0.3,0.3,-3.5,75.35,0,0,,0,6.4,6,3,14,1036.2,0,24.1,0,,0,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2022-01-25T01:00:00,0,-2.4,-3.6,76.72,0,0,,0,8.3,12.1,7.1,347,1036.4,0,24.1,,,,10,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
