name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Gampelen,2011-06-07T00:00:00,15.2,15.2,10.3,72.5,0,0,,,,,7.2,33,1007.7,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T01:00:00,12.6,12.6,10.7,88.09,0,0,,,,,2.9,343,1007.8,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T02:00:00,12.4,12.4,10.5,88.38,0,0,,,,16,2.4,304,1007.7,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T03:00:00,11.8,11.8,10.5,92.05,0,0,,,,,3,283,1007.8,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T04:00:00,11.4,11.4,10.3,93.36,0,0,,,,,3.2,267,1007.9,0,,0,,0,,Clear,clear-night,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T05:00:00,11.5,11.5,10,90.36,0,0,,,,7.2,1.4,308,1007.8,0,,1.4,0,0,,Clear,clear-night,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T06:00:00,11.1,11.1,10,92.54,0,0,,,,,1.4,321,1008,0,,71.2,0.3,1,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T07:00:00,12.7,12.7,10.2,85.21,0,0,,,,,2.6,327,1007.6,0,,168.6,0.6,2,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T08:00:00,15.1,15.1,10.8,75.82,0,0,,,,11.3,6.9,84,1007.1,0,,220.9,0.8,2,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T09:00:00,15.9,15.9,11.1,73.45,0,0,,,,,3.5,104,1007,0,,286,1,3,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T10:00:00,17.4,17.4,11.1,66.58,0,0,,,,,5.2,83,1006.3,0,,426.8,1.5,4,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T11:00:00,18.2,18.2,11.3,63.88,0,0,,,,12.4,3.8,31,1005.6,0,,689.3,2.5,7,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T12:00:00,20.3,20.3,11.5,56.97,0,0,,,,,7.5,77,1004.9,0,,624.3,2.2,6,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T13:00:00,21.2,21.2,11.9,55.5,0,0,,,,,5.3,26,1004.1,0,,437.5,1.6,4,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T14:00:00,22.1,22.1,11.5,51.02,0,0,,,,13.7,5.9,108,1003.3,0,,410,1.5,4,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T15:00:00,22.1,22.1,11.1,49.46,0,0,,,,,5.4,99,1002.7,0,,439.9,1.6,4,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T16:00:00,22.4,22.4,11.9,51.64,0,0,,,,,7.4,95,1002.2,0,,347.6,1.3,3,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T17:00:00,21.1,21.1,11.5,54.05,0,0,,,,21.8,8.1,47,1002.7,0,,239.4,0.9,2,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T18:00:00,18.3,18.3,12.3,67.69,0,0,,,,,13.8,207,1003.1,0,,95.8,0.3,1,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
Gampelen,2011-06-07T19:00:00,16.4,16.4,12.4,77.71,0,0,,,,,15.7,218,1003.7,0,,40.7,0.1,0,,Clear,clear-day,"06606099999,06605099999,06604099999,06612099999,06636099999"
