name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Gampelen,2019-11-07T00:00:00,5.9,4.4,3.6,85.25,0,,,,,14.7,7.6,242,1007.5,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T01:00:00,5.7,4.6,3.7,87.13,0,,,,,20.7,5.9,228,1006.8,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T02:00:00,5.3,4,3.6,89.06,0,,,,,13.9,6,252,1006.3,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T03:00:00,4.7,3.1,3.8,94.25,0,,,,,14.5,6.9,199,1005.8,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T04:00:00,4.4,3.1,3.5,93.42,0,,,,,15.6,6,36,1005.6,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T05:00:00,4.2,3,3.5,94.75,0,,,,,13.6,5.6,234,1005.6,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T06:00:00,4.4,2.4,3.3,92.56,0,,,,,21.4,8.1,224,1005.1,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T07:00:00,4,1.9,3.2,94.52,0,,,,,22.7,8.3,228,1004.7,0,0,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T08:00:00,4,2.2,3.2,94.79,0,,,,,24.1,7.1,206,1004.5,0,,20,0.1,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T09:00:00,4.1,1.3,3.3,94.22,0.01,,,,,22.8,11.2,208,1005,0,,59,0.2,1,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T10:00:00,4.2,0.7,3.5,95.16,0.86,,,,,35.5,15.9,208,1005.3,0,,46,0.2,0,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T11:00:00,5.1,0.9,4.1,93.51,0.61,,,,,51.2,22.8,235,1005.6,0,,104,0.4,1,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T12:00:00,5.6,1.8,4.8,94.65,0.4,,,,,37.1,20.5,236,1005.5,0,,71,0.3,1,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T13:00:00,6.1,2.9,5.4,94.93,0.07,,,,,54.3,16.8,224,1005.2,0,0,94,0.3,1,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T14:00:00,7,3.7,5.3,88.91,0,,,,,35.6,18.4,234,1004.8,0,,162,0.6,2,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T15:00:00,7.2,4.2,5,85.61,0,,,,,35.3,17.6,234,1004.9,0,,104,0.4,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2019-11-07T16:00:00,,,,,,,,,,,,,,,,,,,,,,
Gampelen,2019-11-07T17:00:00,,,,,,,,,,,,,,,,,,,,,,
Gampelen,2019-11-07T18:00:00,,,,,,,,,,,,,,,,,,,,,,
