name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Gampelen,2020-09-30T00:00:00,9.4,8.4,7.2,85.98,0,,,,,12.5,7.4,38,1020.5,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T01:00:00,8.4,7.9,7.1,91.41,0,,,,,11.5,5.3,359,1020.6,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T02:00:00,7.6,7.6,6.8,95.02,0,,,,,13.8,1.7,81,1020.5,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T03:00:00,7.4,7.4,6.9,96.68,0,,,,,6.3,3,355,1020.5,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T04:00:00,7.2,7.2,6.8,96.91,0,,,,,5.6,2.2,78,1019.8,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T05:00:00,6.8,6.8,6.3,96.88,0,,,,,7.4,3.7,323,1019.5,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T06:00:00,7,7,6.5,96.29,0,,,,,5.7,3.3,312,1019.3,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T07:00:00,7.9,7.9,7.3,95.9,0,,,,,6.7,3,319,1019,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T08:00:00,8.2,8.2,7.6,95.91,0,,,,,7.5,2.1,287,1018.8,17,70,13,0,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T09:00:00,8.6,8.6,8,95.58,0,,,,,6.5,3.8,312,1018.8,0,,32,0.1,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T10:00:00,9.4,9.4,8.6,94.27,0,,,,,7.1,3,126,1018.7,0,,70,0.3,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T11:00:00,9.7,9.5,8.7,93.67,0,,,,,11.1,4.9,98,1018.5,0,,113,0.4,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T12:00:00,10.3,10.3,9,91.9,0,,,,,8.8,3.9,116,1018,0,,161,0.6,2,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T13:00:00,10.7,10.7,9.6,92.69,0,,,,,12.6,4.2,75,1017.5,0,,299,1.1,3,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T14:00:00,11.5,11.5,9.4,86.86,0,,,,,13.3,4.2,19,1016.7,0,70,666,2.4,7,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T15:00:00,12,12,9.5,84.63,0,,,,,10.1,4.1,159,1015.8,0,,461,1.7,5,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T16:00:00,12.8,12.8,9.7,81.51,0,,,,,9.8,3.1,175,1015,0,,336,1.2,3,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T17:00:00,13.1,13.1,9.8,80.41,0,,,,,12.7,4.8,44,1014.3,0,,135,0.5,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T18:00:00,13.2,13.2,9.5,78.43,0,,,,,8.3,3.2,57,1013.6,0,,49,0.2,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T19:00:00,11.9,11.9,10.1,88.55,0,,,,,8.8,2.3,281,1013.6,0,,20,0.1,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T20:00:00,10.4,10.4,9.5,93.68,0,,,,,12.9,2,286,1014,1.9,70,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T21:00:00,8.9,8.9,8.3,96.08,0,,,,,8.2,3.6,343,1014.4,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T22:00:00,8.9,8.9,8.1,95.01,0,,,,,6.1,3.4,277,1014.1,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-09-30T23:00:00,9,9,8.5,96.66,0,,,,,9.7,3,260,1013.9,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T00:00:00,9.2,9.2,8.8,97.24,0,,,,,6.9,2.9,338,1013.6,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T01:00:00,8.8,8.8,8,94.53,0,,,,,8,3,275,1013.5,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T02:00:00,9.6,9.6,9,96.15,0,,,,,13,3.5,323,1012.7,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T03:00:00,9.8,9.8,9.2,96.39,0,,,,,8.3,4.1,41,1011.8,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T04:00:00,10.2,10.2,9.9,97.47,0,,,,,10.5,4.9,234,1011.1,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T05:00:00,10.3,10.3,10,97.94,0,,,,,11.5,4.7,80,1010.3,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T06:00:00,10.4,10.4,9.9,96.51,0,,,,,14.1,7.1,241,1009.8,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T07:00:00,10.4,10.4,10,97.21,0,,,,,16.8,6.6,187,1009.4,0,,,,,,Clear,clear-night,"06606099999,06605099999,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T08:00:00,10.4,10.4,9.9,97.15,0,,,,,17.9,6.5,214,1008.9,0,0,13,0,0,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T09:00:00,10.6,10.6,10,95.87,0,,,,,14.3,5.8,315,1008.2,0,,54,0.2,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T10:00:00,11.1,11.1,10.1,93.76,0,,,,,14.4,7,57,1007.9,0,,219,0.8,2,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T11:00:00,12.2,12.2,10,86.23,0,,,,,15.9,6.4,144,1007.8,0,,136,0.5,1,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T12:00:00,12.8,12.8,9.8,82.07,0,,,,,15.9,7.1,204,1007.4,0,,186,0.7,2,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T13:00:00,12.8,12.8,10.1,83.28,0,,,,,18.3,5.9,334,1007,0,,232,0.8,2,,Clear,clear-day,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T14:00:00,13.1,13.1,10.9,86.37,0.01,,,,,19.9,5.8,212,1006.8,15.1,70,145,0.5,1,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T15:00:00,13,13,11.2,88.8,0.07,,,,,18.3,9.9,225,1006.4,0,,211,0.8,2,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T16:00:00,12.8,12.8,11.4,91.19,0.32,,,,,30,13.6,227,1006.7,0,,117,0.4,1,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
Gampelen,2020-10-01T17:00:00,12.4,12.4,11.1,91.37,0.59,,,,,40.8,17.3,243,1006.7,0,,72,0.3,1,,Rain,rain,"06606099999,06605099999,E1213,06608099999,06604099999,06612099999,06636099999"
