date,energy
2022-01-05,22812.0
2022-01-06,7690.0
2022-01-07,22006.0
2022-01-08,11370.0
2022-01-09,40928.0
2022-01-10,28896.0
2022-01-11,38904.0
2022-01-12,42902.0
2022-01-13,39798.0
2022-01-14,26690.0
2022-01-15,28412.0
2022-01-16,44198.0
2022-01-17,26202.0
2022-01-18,21396.0
2022-01-19,31604.0
2022-01-20,51198.0
2022-01-21,45204.0
2022-01-22,21088.0
2022-01-23,16312.0
2022-01-24,10092.0
2022-01-25,14210.0
2022-01-26,17688.0
2022-01-27,44504.0
2022-01-28,49802.0
2022-01-29,45502.0
2022-01-30,13084.0
2022-01-31,15612.0
2022-02-01,5692.0
2022-02-02,11494.0
2022-02-03,41104.0
2022-02-04,55314.0
2022-02-05,24196.0
2022-02-06,57806.0
2022-02-07,56698.0
2022-02-08,58100.0
2022-02-09,55700.0
2022-02-10,56202.0
2022-02-11,56696.0
2022-02-12,60304.0
2022-02-13,15792.0
2022-02-14,42408.0
2022-02-15,13396.0
2022-02-16,8998.0
2022-02-17,34596.0
2022-02-18,66012.0
2022-02-19,37382.0
2022-02-20,18004.0
2022-02-21,53978.0
2022-02-22,68028.0
2022-02-23,41802.0
2022-02-24,76102.0
2022-02-25,71802.0
2022-02-26,77800.0
2022-02-27,76700.0
2022-02-28,77098.0
2022-03-01,68502.0
2022-03-02,75900.0
2022-03-03,82100.0
2022-03-04,83100.0
2022-03-05,83098.0
2022-03-06,84902.0
2022-03-07,85698.0
2022-03-08,84502.0
2022-03-09,85498.0
2022-03-10,71898.0
2022-03-11,80500.0
2022-03-12,60104.0
2022-03-13,90396.0
2022-03-14,33906.0
2022-03-15,50498.0
2022-03-16,67798.0
2022-03-17,64004.0
2022-03-18,85598.0
2022-03-19,86500.0
2022-03-20,90596.0
2022-03-21,96204.0
2022-03-22,98698.0
2022-03-23,99100.0
2022-03-24,98700.0
2022-03-25,101100.0
2022-03-26,101194.0
2022-03-27,99404.0
2022-03-28,68002.0
2022-03-29,63496.0
2022-03-30,44104.0
2022-03-31,20696.0
2022-04-01,52602.0
2022-04-02,44004.0
2022-04-03,124396.0
2022-04-04,66596.0
2022-04-05,85108.0
2022-04-06,21492.0
2022-04-07,18294.0
2022-04-08,100704.0
2022-04-09,133708.0
2022-04-10,114698.0
2022-04-11,109604.0
2022-04-12,112598.0
2022-04-13,113402.0
2022-04-14,114898.0
2022-04-15,132304.0
2022-04-16,137496.0
2022-04-17,132600.0
2022-04-18,126796.0
2022-04-19,126402.0
2022-04-20,126006.0
2022-04-21,106100.0
2022-04-22,60598.0
2022-04-23,42000.0
2022-04-24,23180.0
2022-04-25,90022.0
2022-04-26,144300.0
2022-04-27,144198.0
2022-04-28,113002.0
2022-04-29,92788.0
2022-04-30,143608.0
2022-05-01,133000.0
2022-05-02,130492.0
2022-05-03,113606.0
2022-05-04,32798.0
2022-05-05,56300.0
2022-05-06,127796.0
2022-05-07,63508.0
2022-05-08,127100.0
2022-05-09,129692.0
2022-05-10,145712.0
2022-05-11,117800.0
2022-05-12,94600.0
2022-05-13,144896.0
2022-05-14,137500.0
2022-05-15,114796.0
2022-05-16,137208.0
2022-05-17,147796.0
2022-05-18,126204.0
2022-05-19,133592.0
2022-05-20,137900.0
2022-05-21,92912.0
